snapped_at,price,market_cap,total_volume
2023-10-20 00:00:00+00:00,28715.748142407952,559364043794.7655,11193923144.463654
2023-10-21 00:00:00+00:00,29677.392888476206,579536788709.3126,23561406297.715862
2023-10-22 00:00:00+00:00,29920.07449265145,583719549318.5221,7452489477.484937
2023-10-23 00:00:00+00:00,30019.38050086351,583399133857.2509,11330304246.065748
2023-10-24 00:00:00+00:00,32953.262760830985,641535355789.0791,35558857925.14893
2023-10-25 00:00:00+00:00,33846.72425733224,660676033939.1393,46464714676.18555
2023-10-26 00:00:00+00:00,34471.986031672015,673948847498.8158,23840463172.49865
2023-10-27 00:00:00+00:00,34174.451552912586,667401630872.5822,17712548549.578587
2023-10-28 00:00:00+00:00,33899.09305644032,662119938018.2968,14148818689.499771
2023-10-29 00:00:00+00:00,34092.630932838576,665892923223.9833,8431785274.868206
2023-10-30 00:00:00+00:00,34556.242814761616,674293769229.6088,10359013389.425524
2023-10-31 00:00:00+00:00,34498.70391946407,673508057017.6387,17075173423.648045
2023-11-01 00:00:00+00:00,34672.2892841885,676319525450.0793,16419150928.652369
2023-11-02 00:00:00+00:00,35457.45491210553,692543794894.7606,18642295524.912045
2023-11-03 00:00:00+00:00,34924.05545044328,681560028736.5514,20690186421.955303
2023-11-04 00:00:00+00:00,34731.38136896784,677974451476.0634,17254049537.002068
2023-11-05 00:00:00+00:00,35048.407834901074,685385094861.7168,10001404422.938835
2023-11-06 00:00:00+00:00,35061.92874919579,684647430279.3319,12796779677.519655
2023-11-07 00:00:00+00:00,35031.26888208706,683644463783.0627,12717348149.539808
2023-11-08 00:00:00+00:00,35436.53762957962,691660755958.351,18582602380.374496
2023-11-09 00:00:00+00:00,35795.0806307102,699187515031.6934,14717120833.223528
2023-11-10 00:00:00+00:00,36768.42081912672,717022051490.4104,38190964507.15763
2023-11-11 00:00:00+00:00,37344.249000720345,730760729870.4996,23152060053.421646
2023-11-12 00:00:00+00:00,37122.72282430656,720323851790.6948,12033297219.971031
2023-11-13 00:00:00+00:00,37067.69698212008,725016899532.0363,8831221164.408867
2023-11-14 00:00:00+00:00,36549.16204829837,714263437353.6985,18041088204.36723
2023-11-15 00:00:00+00:00,35545.201433454065,694845286838.959,22330924588.059715
2023-11-16 00:00:00+00:00,37903.66245166294,739215831747.2646,28479730068.295124
2023-11-17 00:00:00+00:00,36201.51611146142,707488742969.5619,12023334732.149555
2023-11-18 00:00:00+00:00,36527.76022530742,714651953916.8749,22683923623.96373
2023-11-19 00:00:00+00:00,36582.36844192274,715117663450.342,8877846889.346693
2023-11-20 00:00:00+00:00,37413.99460790531,732521837352.2426,12599067947.734495
2023-11-21 00:00:00+00:00,37489.298470802016,732673492672.5168,16005284775.311718
2023-11-22 00:00:00+00:00,35965.36036068078,702705880301.6978,18891503534.641026
2023-11-23 00:00:00+00:00,37464.83293220907,732259726682.3702,25245202377.321384
2023-11-24 00:00:00+00:00,37293.316127426726,728816537112.472,11956046626.60703
2023-11-25 00:00:00+00:00,37738.93169747125,737614054534.8141,22996708651.54232
2023-11-26 00:00:00+00:00,37809.85286625321,739536714717.2401,7505379785.011788
2023-11-27 00:00:00+00:00,37491.838186008135,733376783676.3198,10229112671.374176
2023-11-28 00:00:00+00:00,37250.16905148115,728040168286.0479,17979133247.880783
2023-11-29 00:00:00+00:00,37802.23604377473,738816928726.5587,19715537240.688644
2023-11-30 00:00:00+00:00,37810.34641654128,740494537382.5989,20964545194.804527
2023-12-01 00:00:00+00:00,37711.81837585267,737659515838.6104,16566770727.560837
2023-12-02 00:00:00+00:00,38688.25874179069,756249390093.0282,24470176251.56647
2023-12-03 00:00:00+00:00,39481.666416062864,771834682369.2777,14892418344.328642
2023-12-04 00:00:00+00:00,39960.27542041052,782845232813.069,14107800648.629309
2023-12-05 00:00:00+00:00,41974.331772543344,820527379429.3416,40273974905.38232
2023-12-06 00:00:00+00:00,44105.94477259938,863171503830.3232,37740677039.99004
2023-12-07 00:00:00+00:00,43788.28880825234,857037901744.5414,30306637687.60117
2023-12-08 00:00:00+00:00,43270.11955970747,848245522795.3333,27712048105.023373
2023-12-09 00:00:00+00:00,44202.17610943621,863242780337.311,24726661392.984177
2023-12-10 00:00:00+00:00,43745.49199189547,855611272269.695,17074228506.041449
2023-12-11 00:00:00+00:00,43757.959937619176,856192504674.1926,11865167562.179708
2023-12-12 00:00:00+00:00,41200.96272610168,806178244439.1412,39734542163.66172
2023-12-13 00:00:00+00:00,41450.81938737744,812055172695.532,24919333990.627094
2023-12-14 00:00:00+00:00,42931.76182603245,840112594142.6609,26301358636.124893
2023-12-15 00:00:00+00:00,43009.5954563739,841400560142.884,22978695605.48269
2023-12-16 00:00:00+00:00,41992.01418722399,821883086852.3783,17134765249.072596
2023-12-17 00:00:00+00:00,42247.06788172229,825747211475.3832,13524832238.374014
2023-12-18 00:00:00+00:00,41410.819634575855,810534011290.7083,16536428696.461372
2023-12-19 00:00:00+00:00,42684.182554683386,834757901244.3383,26473040426.60815
2023-12-20 00:00:00+00:00,42250.20618279751,827483345952.5029,23402523667.558952
2023-12-21 00:00:00+00:00,43634.1241684964,854173854159.8182,28334648885.87903
2023-12-22 00:00:00+00:00,43849.69959939619,858312140014.9476,21948638202.58336
2023-12-23 00:00:00+00:00,44003.6960216438,861822676200.4246,20833936534.62855
2023-12-24 00:00:00+00:00,43752.03088478376,856850313226.057,9872050975.657969
2023-12-25 00:00:00+00:00,43034.97106309152,845029028630.4425,18313974069.822758
2023-12-26 00:00:00+00:00,43638.23630220092,854524607072.9797,18744716867.39297
2023-12-27 00:00:00+00:00,42516.42694028252,832471600531.6842,20477744539.87234
2023-12-28 00:00:00+00:00,43418.46777504291,849194163327.4839,23244754807.44397
2023-12-29 00:00:00+00:00,42600.65063315619,836073458797.803,20336573643.81929
2023-12-30 00:00:00+00:00,42074.70715618848,822933961870.5416,24832397519.050613
2023-12-31 00:00:00+00:00,42220.61140121376,826609156660.5117,14727224645.41767
2024-01-01 00:00:00+00:00,42208.20217618648,827596236151.1959,14183728910.169804
2024-01-02 00:00:00+00:00,44168.68118687473,863804922701.8125,16958999497.58364
2024-01-03 00:00:00+00:00,44994.67388689237,878395004792.8407,39089952715.54279
2024-01-04 00:00:00+00:00,42821.558989158,838208392904.1771,43146162597.56747
2024-01-05 00:00:00+00:00,44195.57856209971,866352960236.8643,26123887042.79777
2024-01-06 00:00:00+00:00,44113.69973389081,863690851062.0247,29364675804.010384
2024-01-07 00:00:00+00:00,43956.12071720152,861211168830.4689,11841102132.239351
2024-01-08 00:00:00+00:00,43883.74387905174,856926317087.4954,15144653805.362787
2024-01-09 00:00:00+00:00,46936.18556121751,919666641903.4098,40821502383.50064
2024-01-10 00:00:00+00:00,46105.94607828697,902166917320.3264,39887918405.77868
2024-01-11 00:00:00+00:00,46632.31314804979,915259343942.036,52030057180.57072
2024-01-12 00:00:00+00:00,46314.35554160269,909846384596.2128,49198128806.306175
2024-01-13 00:00:00+00:00,42893.92960550481,838383512176.7352,45913301456.05085
2024-01-14 00:00:00+00:00,42848.47451640749,839198740717.084,19424747840.478382
2024-01-15 00:00:00+00:00,41800.93282193406,822907066751.3778,16968959097.076525
2024-01-16 00:00:00+00:00,42587.336038354406,835225973285.8562,22634527323.56315
2024-01-17 00:00:00+00:00,43148.00164342693,845770850849.578,22023116042.27529
2024-01-18 00:00:00+00:00,42713.859186938986,836987995502.6503,21299064875.187115
2024-01-19 00:00:00+00:00,41261.39479801012,808845819110.2808,25160430945.289837
2024-01-20 00:00:00+00:00,41600.94093254464,815241536115.3193,24407872954.726807
2024-01-21 00:00:00+00:00,41626.10711003664,817217622403.9753,9533488489.00503
2024-01-22 00:00:00+00:00,41541.89945706261,814709364023.4832,8032696833.695371
2024-01-23 00:00:00+00:00,39504.73005758438,775020895102.2928,31202848830.101707
2024-01-24 00:00:00+00:00,39833.45410501688,779133357029.7626,29683327703.0343
2024-01-25 00:00:00+00:00,40123.67105847147,786928905377.1826,22217129215.385586
2024-01-26 00:00:00+00:00,39938.28644155878,783180536824.566,13376924612.77818
2024-01-27 00:00:00+00:00,41862.9356109399,820989861818.084,22681602408.52447
2024-01-28 00:00:00+00:00,42119.61049464309,826254540126.2368,10694258830.371908
2024-01-29 00:00:00+00:00,42026.57856232145,824240091063.3245,13669905344.783924
2024-01-30 00:00:00+00:00,43267.60927638767,849198976216.4734,20680322267.00365
2024-01-31 00:00:00+00:00,42892.03453014447,839294111912.5715,24526664209.3586
2024-02-01 00:00:00+00:00,42583.26354663417,835421372330.6442,22197944957.07849
2024-02-02 00:00:00+00:00,43069.0434209368,844585195327.6586,22443682768.722225
2024-02-03 00:00:00+00:00,43170.65856159975,846561992602.431,18624791426.130836
2024-02-04 00:00:00+00:00,42976.84829990829,842668526994.8004,7779819312.310763
2024-02-05 00:00:00+00:00,42599.35997055978,835416357159.2295,11250814654.362
2024-02-06 00:00:00+00:00,42648.45692113544,836630860392.2917,18682275991.6268
2024-02-07 00:00:00+00:00,43087.78740814285,845393687725.6221,17131113853.23615
2024-02-08 00:00:00+00:00,44247.415415479314,868672050077.7697,21200879624.73537
2024-02-09 00:00:00+00:00,45338.27118978949,890468166608.419,27709605138.49859
2024-02-10 00:00:00+00:00,47143.24299107112,925541926938.6152,41993952311.122856
2024-02-11 00:00:00+00:00,47768.995251247936,938210772985.4427,16461159742.317774
2024-02-12 00:00:00+00:00,48189.88179303987,945579645769.01,13196875460.84672
2024-02-13 00:00:00+00:00,50050.13609456397,981463410832.9636,37684440686.70893
2024-02-14 00:00:00+00:00,49732.14536955351,974585308372.1276,37331081151.024765
2024-02-15 00:00:00+00:00,51790.16929752642,1017596576729.7906,41805076939.80903
2024-02-16 00:00:00+00:00,51958.23029105492,1020725811639.5323,31991869491.056656
2024-02-17 00:00:00+00:00,52166.43430976192,1024019280535.48,24850432117.896576
2024-02-18 00:00:00+00:00,51684.51749264525,1015778284418.9252,19851884283.15723
2024-02-19 00:00:00+00:00,52138.48578873693,1023586119011.2284,17025880430.565874
2024-02-20 00:00:00+00:00,51764.313185487765,1016146442771.5668,22555121071.55909
2024-02-21 00:00:00+00:00,52286.79372554667,1026424315285.75,34499627551.319275
2024-02-22 00:00:00+00:00,51842.75676625642,1018869881156.3212,30624246621.0974
2024-02-23 00:00:00+00:00,51319.500125702674,1007314397269.4122,23733644208.80861
2024-02-24 00:00:00+00:00,50841.081094770896,999139504635.63,22637679779.741
2024-02-25 00:00:00+00:00,51553.096712831146,1012485917140.1924,15528276123.53668
2024-02-26 00:00:00+00:00,51751.88405493456,1016549456019.3264,15455098216.48263
2024-02-27 00:00:00+00:00,54478.19108312296,1071049856128.8474,35407941475.56789
2024-02-28 00:00:00+00:00,57003.52673730811,1118963733317.3013,51983799587.1939
2024-02-29 00:00:00+00:00,62558.58202419311,1225273849241.6978,87218855804.01622
2024-03-01 00:00:00+00:00,61298.21686110162,1206725326872.1362,67692687247.36391
2024-03-02 00:00:00+00:00,62426.64052919186,1227712629022.1812,36699193361.155365
2024-03-03 00:00:00+00:00,62067.86680212177,1219383305483.4983,25198213831.25236
2024-03-04 00:00:00+00:00,63053.10543906421,1236312176673.4497,27108369390.44353
2024-03-05 00:00:00+00:00,68186.64593432152,1333913436699.1726,74551714626.1156
2024-03-06 00:00:00+00:00,64291.536557569496,1264870242318.5977,96403762012.66058
2024-03-07 00:00:00+00:00,66145.91927850846,1297845751759.601,73151905042.04068
2024-03-08 00:00:00+00:00,66944.87639053575,1317508010581.0813,48853892626.0196
2024-03-09 00:00:00+00:00,68315.25192078314,1340971395884.519,63346588227.32869
2024-03-10 00:00:00+00:00,68508.0039626159,1346027264110.4956,21359706190.81524
2024-03-11 00:00:00+00:00,69075.66688195744,1357390358031.5388,36660543917.16198
2024-03-12 00:00:00+00:00,72130.55300765681,1417772589113.952,66653067165.93465
2024-03-13 00:00:00+00:00,71467.17350326062,1403692914139.1924,64599341551.27301
2024-03-14 00:00:00+00:00,73097.76702694128,1436631290571.5388,51906601043.53671
2024-03-15 00:00:00+00:00,71420.03180142345,1403843488135.24,63073551321.74747
2024-03-16 00:00:00+00:00,69497.7631929463,1367669237527.8738,81204427005.22603
2024-03-17 00:00:00+00:00,65292.31329331289,1282404282863.459,49265436012.59228
2024-03-18 00:00:00+00:00,68425.41565643054,1344508983079.8567,47190980586.56393
2024-03-19 00:00:00+00:00,67708.94360930806,1331771923948.0378,51101822566.75771
2024-03-20 00:00:00+00:00,62132.51737873437,1223867418062.399,80179417876.47993
2024-03-21 00:00:00+00:00,67819.05570684028,1332594162507.5205,70836803714.91411
2024-03-22 00:00:00+00:00,65535.97844847657,1287348061971.4202,48393664548.05336
2024-03-23 00:00:00+00:00,63509.04496523133,1247366367469.2778,42436600223.53738
2024-03-24 00:00:00+00:00,64285.80279102199,1264722355270.5166,25489933245.68756
2024-03-25 00:00:00+00:00,67310.98326810106,1323456466317.511,28098318940.431744
2024-03-26 00:00:00+00:00,69938.94530200244,1371797489739.3416,44820310272.64752
2024-03-27 00:00:00+00:00,70082.05122475982,1375728580463.2524,36257324508.56845
2024-03-28 00:00:00+00:00,69435.75040305211,1360261687784.1018,41441040887.822266
2024-03-29 00:00:00+00:00,70710.19534863312,1390869723348.0437,30455289338.47621
2024-03-30 00:00:00+00:00,69919.05546148612,1374646886107.8396,25785951735.48569
2024-03-31 00:00:00+00:00,69702.3087473573,1370247487960.0945,16408802301.837433
2024-04-01 00:00:00+00:00,71246.95144060145,1401370211582.3662,19723005998.21497
2024-04-02 00:00:00+00:00,69785.92503802372,1373784286061.3486,36040088988.53872
2024-04-03 00:00:00+00:00,65440.41922587159,1288360536576.547,45161133992.09071
2024-04-04 00:00:00+00:00,66123.938539074,1301670235623.7266,35559952961.797325
2024-04-05 00:00:00+00:00,68542.17715279506,1348455954443.3696,37516850709.63811
2024-04-06 00:00:00+00:00,67978.61023408506,1337452583876.3916,35132808695.80448
2024-04-07 00:00:00+00:00,69000.6499164776,1358548956714.714,19119438138.850822
2024-04-08 00:00:00+00:00,69401.97360911008,1367272232852.0764,17935478429.01022
2024-04-09 00:00:00+00:00,71624.18486236996,1410324678268.6392,33111949671.02105
2024-04-10 00:00:00+00:00,69158.64381207665,1361830648708.6648,36488482038.859055
2024-04-11 00:00:00+00:00,70527.88997578963,1387722485989.3584,38378062633.13138
2024-04-12 00:00:00+00:00,70106.66413070948,1379324055321.196,30118549149.510494
2024-04-13 00:00:00+00:00,67252.10504226631,1321648247460.1611,43471949726.09197
2024-04-14 00:00:00+00:00,64404.82548907413,1270009515097.3306,49214481480.20075
2024-04-15 00:00:00+00:00,65752.66004728881,1293286386553.3967,40292911692.95434
2024-04-16 00:00:00+00:00,63430.5714573684,1247928896840.997,42796604938.03423
2024-04-17 00:00:00+00:00,63720.501587480736,1253670904297.4917,42157169474.39519
2024-04-18 00:00:00+00:00,61328.89798860725,1207185042484.4346,41123362075.93534
2024-04-19 00:00:00+00:00,63461.59269510717,1249565911947.3347,35901618166.42319
2024-04-20 00:00:00+00:00,63988.818471785664,1263308149913.607,52227787323.81757
2024-04-21 00:00:00+00:00,64894.41869109179,1277940837359.7852,16601830590.687475
2024-04-22 00:00:00+00:00,64936.4207567739,1279763566407.3762,19592118541.18973
2024-04-23 00:00:00+00:00,66841.66685207361,1317058642854.2856,27748586313.20611
2024-04-24 00:00:00+00:00,66406.95244392671,1306843409278.049,23232230785.20184
2024-04-25 00:00:00+00:00,64279.51812857524,1265541377860.928,30939903322.025894
2024-04-26 00:00:00+00:00,64486.183359158975,1269387456067.624,24705345525.57077
2024-04-27 00:00:00+00:00,63802.330049258766,1255539337969.4695,23302057197.88468
2024-04-28 00:00:00+00:00,63517.248743409626,1249495302303.4912,19190483386.063877
2024-04-29 00:00:00+00:00,63030.433616681854,1240724751365.882,16180294651.046637
2024-04-30 00:00:00+00:00,63797.67963589958,1257159131219.0603,27242983698.21234
2024-05-01 00:00:00+00:00,60749.47209216387,1197773959985.8767,39533113322.04938
2024-05-02 00:00:00+00:00,58297.57407532549,1151677489315.1536,51109380171.69261
2024-05-03 00:00:00+00:00,59135.1733607733,1164721402399.166,28255509745.49032
2024-05-04 00:00:00+00:00,62839.34073569376,1239817041554.716,33591665812.212437
2024-05-05 00:00:00+00:00,63820.451902924986,1257549583083.3145,20510614461.479218
2024-05-06 00:00:00+00:00,64010.00865210892,1259667234461.2874,18115695040.201984
2024-05-07 00:00:00+00:00,63172.48129551341,1244417948315.7583,17917770174.27797
2024-05-08 00:00:00+00:00,62363.057191718624,1229336706399.346,19925137720.849453
2024-05-09 00:00:00+00:00,61215.50400879193,1203918522476.5403,20303831135.373127
2024-05-10 00:00:00+00:00,63148.59994309703,1240910691253.6274,25837724247.550423
2024-05-11 00:00:00+00:00,60888.21674957157,1199393711200.297,23987518755.480534
2024-05-12 00:00:00+00:00,60776.97207917213,1197102943502.234,12120618802.065384
2024-05-13 00:00:00+00:00,61507.05400412135,1211277523448.5786,13045696108.912676
2024-05-14 00:00:00+00:00,62878.783300729294,1238994152713.125,27740460083.60181
2024-05-15 00:00:00+00:00,61569.1130057734,1212998352772.157,21581895152.31416
2024-05-16 00:00:00+00:00,66220.51831432826,1307048849176.4167,38101793065.15294
2024-05-17 00:00:00+00:00,65260.879803346186,1286278919684.0835,29114585833.34968
2024-05-18 00:00:00+00:00,67053.12326509564,1319238394090.13,25397793918.99353
2024-05-19 00:00:00+00:00,66912.61861403697,1319928522881.6436,13025487675.845127
2024-05-20 00:00:00+00:00,66252.71259591613,1304727108597.6987,9072734600.009218
2024-05-21 00:00:00+00:00,71430.29700215145,1406288649446.611,35923476641.4359
2024-05-22 00:00:00+00:00,70189.8358177002,1382275470797.567,41105056578.01701
2024-05-23 00:00:00+00:00,69181.20085677762,1362228629448.754,31059440495.91766
2024-05-24 00:00:00+00:00,67906.46534276106,1336347300306.381,39235702119.25446
2024-05-25 00:00:00+00:00,68539.91646552991,1350764328536.3708,28127411967.182774
2024-05-26 00:00:00+00:00,69268.44558973772,1363997851294.8164,15929396750.116022
2024-05-27 00:00:00+00:00,68508.83110875699,1349351520129.172,11243743771.147911
2024-05-28 00:00:00+00:00,69367.23871755725,1366931305389.0393,18983806932.464344
2024-05-29 00:00:00+00:00,68316.63588049631,1347542673428.3018,31278122196.185
2024-05-30 00:00:00+00:00,67577.26558995963,1331734029835.3335,24320692137.62038
2024-05-31 00:00:00+00:00,68372.49288434093,1346147846430.124,25344376897.716885
2024-06-01 00:00:00+00:00,67474.95483698409,1331606411822.8157,19685305476.45948
2024-06-02 00:00:00+00:00,67704.32641811523,1333649555935.3523,10724053324.55672
2024-06-03 00:00:00+00:00,67740.01690222476,1335930570689.7126,16137350587.750422
2024-06-04 00:00:00+00:00,68808.29368590549,1355484820107.0864,29862293749.910686
2024-06-05 00:00:00+00:00,70600.01116676089,1390853496950.4385,31561053725.144592
2024-06-06 00:00:00+00:00,71184.59943059199,1400297735227.1963,32560403314.989147
2024-06-07 00:00:00+00:00,70759.58819301432,1394881646977.521,23612879689.560955
2024-06-08 00:00:00+00:00,69325.36238847222,1366366925856.506,18597495569.911568
2024-06-09 00:00:00+00:00,69315.1041233966,1366065699664.3162,10688301508.476225
2024-06-10 00:00:00+00:00,69654.16073760358,1372556186704.501,10461044041.080194
2024-06-11 00:00:00+00:00,69493.17760915738,1369378888543.5315,19335866773.67523
2024-06-12 00:00:00+00:00,67329.15232724321,1327665028180.276,38513044382.60802
2024-06-13 00:00:00+00:00,68224.51967501991,1345244310606.6863,36027809551.45211
2024-06-14 00:00:00+00:00,66700.31696564378,1317161415434.6978,29654777884.381138
2024-06-15 00:00:00+00:00,66011.07873713733,1301949410096.3496,27966992832.749638
2024-06-16 00:00:00+00:00,66190.4874891135,1304370314917.9756,13472726244.723091
2024-06-17 00:00:00+00:00,66615.53782131766,1313849391756.9756,12650130203.722813
2024-06-18 00:00:00+00:00,66460.38897909952,1309329377372.7744,29409728999.276093
2024-06-19 00:00:00+00:00,65109.31481219048,1282295865979.065,41386972050.31837
2024-06-20 00:00:00+00:00,64907.07460760319,1278699763341.0725,21680698980.889107
2024-06-21 00:00:00+00:00,64844.67441797763,1279317116821.3782,26001551474.84426
2024-06-22 00:00:00+00:00,64071.624284709695,1263258746635.2896,24694310198.90943
2024-06-23 00:00:00+00:00,64239.90348813148,1266336092890.8738,6340606686.24879
2024-06-24 00:00:00+00:00,63221.35738437477,1248188877658.2324,10748270931.518738
2024-06-25 00:00:00+00:00,60363.23497529626,1188964670369.4043,42036553106.89028
2024-06-26 00:00:00+00:00,61770.41387009536,1217935012739.8113,21105562261.648533
2024-06-27 00:00:00+00:00,60749.89619402014,1198205485427.564,22908540918.971207
2024-06-28 00:00:00+00:00,61562.64532550036,1213931985719.8025,18855138893.067604
2024-06-29 00:00:00+00:00,60317.09697945116,1189569860170.9426,24399416695.150173
2024-06-30 00:00:00+00:00,60864.44316193428,1199792912680.844,11435110883.886797
2024-07-01 00:00:00+00:00,62734.39383945474,1236676710888.4822,17373592048.120487
2024-07-02 00:00:00+00:00,62819.82226921849,1238799172479.871,25573074910.68969
2024-07-03 00:00:00+00:00,62042.5650371006,1222901857941.0586,18100530101.689423
2024-07-04 00:00:00+00:00,60244.68076433092,1186937170314.9272,30348692427.02443
2024-07-05 00:00:00+00:00,57189.17412408636,1130121668991.0515,43112005394.93119
2024-07-06 00:00:00+00:00,56739.86285107204,1118490666778.4585,60081357583.2773
2024-07-07 00:00:00+00:00,58230.4841542266,1147176330416.144,21293913670.91997
2024-07-08 00:00:00+00:00,55880.3753776708,1100452083927.7026,20211914621.326435
2024-07-09 00:00:00+00:00,56665.14073352028,1117615464651.686,41614266908.30467
2024-07-10 00:00:00+00:00,57988.30351208401,1144794688186.9604,28413854577.26276
2024-07-11 00:00:00+00:00,57704.20228446288,1139350681822.5857,25987656347.278587
2024-07-12 00:00:00+00:00,57388.19247916668,1130276546536.143,29196653598.752663
2024-07-13 00:00:00+00:00,57899.28895749592,1141567375406.1943,25504482306.19897
2024-07-14 00:00:00+00:00,59152.71913887286,1168371787725.7102,16765547593.243273
2024-07-15 00:00:00+00:00,60942.32773996293,1204059167828.704,21295520563.65442
2024-07-16 00:00:00+00:00,64835.48973321571,1277806993830.5176,37810068492.86247
2024-07-17 00:00:00+00:00,65162.23625234354,1284899538175.1812,40914441633.09575
2024-07-18 00:00:00+00:00,64136.31384360687,1266016458007.3477,33459451713.593426
2024-07-19 00:00:00+00:00,63959.56900809379,1261456293182.2588,25976148878.632156
2024-07-20 00:00:00+00:00,66689.54880734957,1316147398343.7175,36994610752.230415
2024-07-21 00:00:00+00:00,67206.06470614894,1325658979467.9998,17353396168.041622
2024-07-22 00:00:00+00:00,68088.13996324532,1343346742483.077,27078771827.95196
2024-07-23 00:00:00+00:00,67607.71339918874,1333201881091.7786,43157593651.80313
2024-07-24 00:00:00+00:00,65942.41746522837,1300963591115.5374,36100536095.18872
2024-07-25 00:00:00+00:00,65403.53513022529,1290447066028.3152,28680123269.715443
2024-07-26 00:00:00+00:00,65749.96361965332,1297125144853.139,35836896135.542854
2024-07-27 00:00:00+00:00,67920.2964857025,1339927966898.6016,30821370069.20628
2024-07-28 00:00:00+00:00,68055.40838968738,1342889431798.832,30976752616.761925
2024-07-29 00:00:00+00:00,68242.2474440493,1346263382369.5552,17175244020.36542
2024-07-30 00:00:00+00:00,66770.32091848266,1317581413497.2551,42529043667.45024
2024-07-31 00:00:00+00:00,66219.05102486102,1306758338817.987,28892376510.689587
2024-08-01 00:00:00+00:00,64679.77864703252,1275401473742.0508,31403681581.19408
2024-08-02 00:00:00+00:00,65357.52960767435,1289157073527.528,38911302447.60912
2024-08-03 00:00:00+00:00,61407.29547397454,1211854070245.47,39004321616.3716
2024-08-04 00:00:00+00:00,60738.7449250574,1197962170718.7737,32885545023.712654
2024-08-05 00:00:00+00:00,58006.206586686734,1147854905921.6433,33664501541.451115
2024-08-06 00:00:00+00:00,53956.26184159744,1064889039013.8289,120245972389.37172
2024-08-07 00:00:00+00:00,55959.84107399357,1104019419316.6863,52620100833.47091
2024-08-08 00:00:00+00:00,55099.95181146735,1088566703585.4304,41605918903.41173
2024-08-09 00:00:00+00:00,61859.03159904161,1218342891278.6091,49201548320.290726
2024-08-10 00:00:00+00:00,60912.588533350805,1198300504959.2505,33804208928.47938
2024-08-11 00:00:00+00:00,60887.70861641504,1201818989571.278,13418919090.197285
2024-08-12 00:00:00+00:00,58804.23449992608,1159146815397.6223,21715994493.45689
2024-08-13 00:00:00+00:00,59350.07433270696,1171441797233.8909,39403296385.84335
2024-08-14 00:00:00+00:00,60601.22317789727,1195798013190.8457,31955576195.24629
2024-08-15 00:00:00+00:00,58739.19382231015,1159479277227.7532,28079911397.67297
2024-08-16 00:00:00+00:00,57624.11692852191,1137141836825.8655,33490251842.381622
2024-08-17 00:00:00+00:00,58881.92579151217,1162716063850.1133,30368238897.20717
2024-08-18 00:00:00+00:00,59430.79163445865,1173270497431.1711,12467437134.05582
2024-08-19 00:00:00+00:00,58438.29374268541,1156217205294.1643,17656027563.72502
2024-08-20 00:00:00+00:00,59574.94581294088,1176063402361.815,24031330179.258957
2024-08-21 00:00:00+00:00,59060.12610074137,1166088863323.0896,31470716090.619144
2024-08-22 00:00:00+00:00,61144.68762866613,1207099049402.5117,32960965010.60808
2024-08-23 00:00:00+00:00,60387.54062321362,1192308382713.838,28170302505.847404
2024-08-24 00:00:00+00:00,64049.68561555576,1261916434075.0183,45038665759.42134
2024-08-25 00:00:00+00:00,64157.1606134782,1264961887998.9824,22029153446.35436
2024-08-26 00:00:00+00:00,64265.81631272862,1269291077270.1145,17875230147.044323
2024-08-27 00:00:00+00:00,62922.58634676265,1242487823611.2612,17894692681.091812
2024-08-28 00:00:00+00:00,59526.560879590994,1176762244308.0742,38131727427.91789
2024-08-29 00:00:00+00:00,59015.29633887944,1166032395735.947,42018989572.42786
2024-08-30 00:00:00+00:00,59351.5794909728,1171762256043.917,32563333956.986053
2024-08-31 00:00:00+00:00,59156.24603646356,1168247205700.9673,44038496614.94759
2024-09-01 00:00:00+00:00,58960.23658664587,1164278309271.2642,11399086336.303324
2024-09-02 00:00:00+00:00,57357.71617282246,1133133027660.6194,25465621877.97047
2024-09-03 00:00:00+00:00,59108.73235863689,1168410293915.9832,28012782290.96625
2024-09-04 00:00:00+00:00,57504.53858622044,1137361604370.578,26829983370.35861
2024-09-05 00:00:00+00:00,57987.84601410068,1144983177152.221,37550380696.7459
2024-09-06 00:00:00+00:00,56132.4047320886,1109212553022.4158,30005773445.69372
2024-09-07 00:00:00+00:00,53923.35611071905,1065462041080.5197,50260816556.81667
2024-09-08 00:00:00+00:00,54150.9383589072,1068954727890.204,17048448412.007126
2024-09-09 00:00:00+00:00,54792.40755768575,1085390277573.522,18644823662.23431
2024-09-10 00:00:00+00:00,57049.11875114327,1126840069631.8132,35655419448.07046
2024-09-11 00:00:00+00:00,57624.16178336144,1137928777838.5286,29676093302.30697
2024-09-12 00:00:00+00:00,57381.76444500048,1134292554478.847,37765652735.2964
2024-09-13 00:00:00+00:00,58106.95122981528,1148469900814.253,34177859933.02337
2024-09-14 00:00:00+00:00,60620.62747295754,1197832322916.0117,31919740723.76027
2024-09-15 00:00:00+00:00,60003.29940083042,1185255944124.8464,15800120841.166773
2024-09-16 00:00:00+00:00,59214.80226801806,1169677517083.0613,17289597542.866756
2024-09-17 00:00:00+00:00,58211.123231286256,1150499194409.9338,32196570894.402115
2024-09-18 00:00:00+00:00,60317.0319794625,1191818552363.611,34191170117.78261
2024-09-19 00:00:00+00:00,61440.41208494509,1211837853548.9265,40445339415.1129
2024-09-20 00:00:00+00:00,62966.52931910512,1243871590271.493,41959080716.28771
